AVpfzuRNilAPnD_xipqB,2014-08-28T19:31:47Z,2019-04-22T11:06:28Z,AmazonBasics External Hard Drive Case,"B00F5CKWBA,B00KPQCWAU",Amazonbasics,"Electronics Features,Drives, Storage & Blank Media,Hard Drive Pouches,Computers & Accessories,Computer Accessories & Peripherals,Hard Drive Accessories,Electronics,Computers Features,Personal Computer,Accessories,Hard Drive Bags Cases,Computers/Tablets & Networking,Drive Enclosures & Docks,Laptop & Desktop Accessories,Hard Drive Bags & Cases,Carrying Case Or Bag",Electronics,AmazonBasics,HL-001725,2018-12-27T00:00:00.000Z,2019-02-17T00:00:00Z,,,,,5,It is a good little hard case to protect your external hard drives,external hard case drive,embroidery18,Female,Paid
AWYAV-i9Iwln0LfXqrUq,2018-09-21T19:44:16Z,2019-04-25T06:41:43Z,Echo Spot Pair Kit (Black),B073SQYXTW,Amazon,"Amazon Echo,Networking,Home & Tools,Smart Home Automation,Smart Speakers,Electronics,TVs Entertainment,New Networking,Smart Hub & Kits,Digital Device 3,Speakers & Audio Systems,Consumer Electronics,Wireless Speakers,See more Amazon Echo Spot Smart Assistant - Black,Smart Speakers, Hubs & Accessories,Home Improvement,Amazon Home,Surveillance & Smart Home Electronics,Virtual Assistant Speakers Displays,Home & Outdoors,Amazon,Bluetooth Speakers",Electronics,Amazon,B073SQYXTW,2018-12-07T18:14:33.000Z,2018-12-08T00:00:00Z,,TRUE,208530447,0,4,"ASIDE FROM THE FACT THAT THE SCREEN IS SMALL, IT'S A GREAT LITTLE DEVICE. FOR THOSE THAT PREFER A LARGER SCREEN, THE ECHO SHOW WOULD BE A BETTER CHOICE.",ALEXA ENABLED DEVICE WITH SCREEN.,ECHO VIDEO,Male,Free
AWYAV-i9Iwln0LfXqrUq,2018-09-21T19:44:16Z,2019-04-25T06:41:43Z,Echo Spot Pair Kit (Black),B073SQYXTW,Amazon,"Amazon Echo,Networking,Home & Tools,Smart Home Automation,Smart Speakers,Electronics,TVs Entertainment,New Networking,Smart Hub & Kits,Digital Device 3,Speakers & Audio Systems,Consumer Electronics,Wireless Speakers,See more Amazon Echo Spot Smart Assistant - Black,Smart Speakers, Hubs & Accessories,Home Improvement,Amazon Home,Surveillance & Smart Home Electronics,Virtual Assistant Speakers Displays,Home & Outdoors,Amazon,Bluetooth Speakers",Electronics,Amazon,B073SQYXTW,2018-12-04T18:35:15.000Z,2018-12-08T00:00:00Z,,TRUE,208142753,0,5,"I wasn't sure I even wanted this item, but caught up in all the excitement surrounding the Alexa enabled devices. Well....after getting it home I became addicted and ordered two Echos for the entertainment stand and today I have to Sub coming. I can't say enough for the product as well as the quick service/pick up at the Target store. Great service and product!",Gotta have this one!!,Wilbert,Female,Free
AVzvXXXN-jtxr-f3z35Q,2017-06-28T15:41:38Z,2019-04-18T05:18:56Z,Amazon Echo (1st Generationcertified) Color:White Free Shipping,B00Y3QOH5G,Amazon,"Amazon Echo,See more Amazon Echo (1st Generation) Smart Assistant -...,Smart Speakers,Smart Speaker & Hub Accessories,Electronics,Digital Device 3,Consumer Electronics,Home Audio & Home Theater,Smart Speakers, Hubs & Accessories,Amazon Home,Surveillance & Smart Home Electronics,Amazon,Voice-Enabled Smart Assistants,Home Audio Speakers",Electronics,Amazon,53-003848,2018-11-29T00:00:00.000Z,"2019-01-10T00:00:00Z,2019-01-01T00:00:00Z,2018-12-28T00:00:00Z,2019-01-24T00:00:00Z,2019-04-18T00:00:00Z,2019-01-03T00:00:00Z,2019-02-18T00:00:00Z,2018-12-02T00:00:00Z,2018-12-08T00:00:00Z",,,,,5,"This is my 5th Alexa that I purchased for my home. I love it and place them in every room in the house. I highly recommend the 1st generation Alexa as it is the best sounding of them all. I have also purchased the newer one and the quality of sound was not near the Alexa 1st generation. I am now purchasing for Christmas gifts. Grab the 1st generation Alexa while you can before you can no longer get them. Sounds great, ease of use extremely easy and connection with great ease.",Highly Recommend the 1st Generation Alexa.,4tinyhearts4,Male,Free
AWdDioCIHh53nbDRScLV,2018-11-24T02:11:25Z,2019-04-20T07:32:59Z,Cat Litter Box Covered Tray Kitten Extra Large Enclosed Hooded Hidden Toilet,"B074MCBG25,B075357QFB",Amazonbasics,"Standard Litter Boxes,Litter Boxes,Cat Supplies,Pet Supplies,Top Cat Supplies,Pet Products",Animals & Pet Supplies,AmazonBasics,5122-S,2018-11-21T00:00:00.000Z,2018-12-04T00:00:00Z,,,,,5,"Great price, good value!",She likes it!,hamptonmotels,Female,Paid
AVpfpK8KLJeJML43BCuD,2017-01-04T03:51:17Z,2019-04-17T16:06:27Z,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,B01BH83OOM,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Smart Speakers,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Smart Speakers, Hubs & Accessories,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,TV, Video & Home Audio,Frys,Media Streamers,Speakers,Mobile,Digital Device 3,Consumer Electronics,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Surveillance & Smart Home Electronics,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,Amazon,53-004496,2018-10-29T00:00:00.000Z,"2019-03-15T00:00:00Z,2019-03-20T00:00:00Z,2019-04-15T00:00:00Z",,,,,5,"I already had a tap upstairs but wanted another for downstairs. I love that I can pick it up off the charging cradle and take with me anywhere, like to the shower, kitchen, laundry room, back yard, or anywhere within wifi range and never miss anything I'm listening to: music, podcast, news, audio book etc.",Love my tap!,karius.kb0blhh,Male,Paid
AVpfl8cLLJeJML43AE3S,2016-04-08T18:16:28Z,2019-04-25T08:51:22Z,Amazon Echo ‚Äì White,"B01E6AO69U,B00L9EPT8O",Amazon,"Stereos,Remote Controls,Audio Docks & Mini Speakers,Kitchen & Dining Features,Home & Tools,Electronics,New Networking,Wireless Speakers,Home, Garage & Office,Portable Speakers,iPod, Audio Player Accessories,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Alarms & Sensors,Amazon Devices,Amazon,Holiday Shop,Kitchen Dining Features,Amazon Echo,Amazon Echo Accessories,Networking,Speaker Systems,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Smart Home Automation,Amazon Device Accessories,Speakers,Smart Hub & Kits,Digital Device 3,Home & Furniture Clearance,Consumer Electronics,Smart Hubs,Home Safety & Security,Voice Assistants,Amazon Home,Virtual Assistant Speakers Displays,Audio",Electronics,Amazon,B01E6AO69U,2018-10-26T00:00:00.000Z,"2018-12-09T00:00:00Z,2019-04-24T00:00:00Z,2019-04-05T00:00:00Z,2019-03-22T00:00:00Z,2019-01-07T00:00:00Z,2019-04-09T00:00:00Z,2019-04-16T00:00:00Z,2018-12-10T00:00:00Z,2019-03-15T00:00:00Z,2019-04-02T00:00:00Z,2019-03-29T00:00:00Z,2019-01-26T00:00:00Z,2019-03-26T00:00:00Z,2019-04-21T00:00:00Z,2019-04-06T00:00:00Z,2019-03-19T00:00:00Z,2019-04-12T00:00:00Z,2018-12-29T00:00:00Z,2019-03-12T00:00:00Z,2019-04-25T00:00:00Z,2019-01-19T00:00:00Z,2019-03-31T00:00:00Z,2019-01-28T00:00:00Z,2019-04-22T00:00:00Z,2019-04-19T00:00:00Z,2018-12-22T00:00:00Z,2019-03-06T00:00:00Z,2019-03-24T00:00:00Z,2019-03-05T00:00:00Z,2019-01-24T00:00:00Z,2019-04-18T00:00:00Z,2019-03-28T00:00:00Z,2019-03-02T00:00:00Z,2019-03-13T00:00:00Z,2019-01-10T00:00:00Z,2018-12-20T00:00:00Z,2019-04-10T00:00:00Z,2019-04-08T00:00:00Z,2019-04-23T00:00:00Z,2019-03-08T00:00:00Z,2019-03-10T00:00:00Z,2019-03-23T00:00:00Z,2019-03-20T00:00:00Z,2019-01-01T00:00:00Z,2019-01-14T00:00:00Z,2019-04-20T00:00:00Z,2018-12-11T00:00:00Z,2019-03-27T00:00:00Z,2019-01-17T00:00:00Z,2019-04-01T00:00:00Z,2018-12-08T00:00:00Z",TRUE,,,,5,"Pros: Got it for under 50, much impressive sound than 2nd gen. Has every other functionality. Cons: May be not trendy looking as newer, but still sets well on my kitchen island",Much better sound sound than 2nd generation,Anonymous,Female,Free
AVpfl8cLLJeJML43AE3S,2016-04-08T18:16:28Z,2019-04-25T08:51:22Z,Amazon Echo ‚Äì White,"B01E6AO69U,B00L9EPT8O",Amazon,"Stereos,Remote Controls,Audio Docks & Mini Speakers,Kitchen & Dining Features,Home & Tools,Electronics,New Networking,Wireless Speakers,Home, Garage & Office,Portable Speakers,iPod, Audio Player Accessories,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Alarms & Sensors,Amazon Devices,Amazon,Holiday Shop,Kitchen Dining Features,Amazon Echo,Amazon Echo Accessories,Networking,Speaker Systems,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Smart Home Automation,Amazon Device Accessories,Speakers,Smart Hub & Kits,Digital Device 3,Home & Furniture Clearance,Consumer Electronics,Smart Hubs,Home Safety & Security,Voice Assistants,Amazon Home,Virtual Assistant Speakers Displays,Audio",Electronics,Amazon,B01E6AO69U,2018-10-15T00:00:00.000Z,"2019-04-24T00:00:00Z,2019-04-25T00:00:00Z",TRUE,,,,5,Pros: Standard Echo. Cons: Older generation Echo. Other Thoughts: Arrived on time and was new in box.,Arrived as described.,Anonymous,Male,Paid
AVzvV7FHglJLPUi8GzhD,2017-06-28T15:35:20Z,2019-03-26T16:55:27Z,"Two Door Top Load Pet Kennel Travel Crate Dog Cat Pet Cage Carrier Box Tray 23""",B00OP6SMCI,Amazonbasics,"Carriers & Totes,Hard-Sided Carriers,Crates Kennels,Pet Supplies: International Shipping Available,Cat Supplies,Pet Supplies,Carriers & Crates,Custom Stores,Dog Supplies,Pet Products,Top Selection from AmazonPets",Animals & Pet Supplies,AmazonBasics,6009-S,2018-10-12T00:00:00.000Z,2019-03-25T00:00:00Z,,,,,5,"Sturdy, lightweight, tops lifts for easy access to pet , easy to lean and not bulky. Carrier will easily fit on your lap in the car. A+",Ideal carrier formy cat who weighs 9 pounds.,fox4paws,Male,Free
AWFFfd9KIwln0LfXiOe0,2018-01-30T04:58:34Z,2019-04-25T04:27:39Z,Fire TV Stick Streaming Media Player Pair Kit,B00ZV9RDKK,Amazon,"Electronics,TVs Entertainment,Featured Brands,Other TV, Video & Audio Accs,College Tvs & Home Theater,Streaming Media Players,Fire TV,TVs Entertainment xbqxrzdteyyb,Ways To Shop,Amazon SMP,Electronics Features,TVs & Home Theater,TV, Video & Home Audio,On To College,Media Streamers,TV & Home Theater,TV, Video & Audio Accessories,Digital Device 4,All Streaming Media Players,College Electronics,Video Devices & TV Tuners,Consumer Electronics,TV & Video,Streaming Devices,Back To College,Amazon Devices,Amazon,Holiday Shop",Electronics,Amazon,B00ZV9RDKK,2018-09-23T00:00:00.000Z,"2019-04-11T00:00:00Z,2019-01-05T00:00:00Z,2019-03-24T00:00:00Z,2019-01-24T00:00:00Z,2019-04-24T00:00:00Z,2019-04-05T00:00:00Z,2019-04-18T00:00:00Z,2019-03-22T00:00:00Z,2019-01-03T00:00:00Z,2019-04-03T00:00:00Z,2019-03-16T00:00:00Z,2019-04-09T00:00:00Z,2019-04-16T00:00:00Z,2019-03-15T00:00:00Z,2019-03-28T00:00:00Z,2019-03-21T00:00:00Z,2019-01-13T00:00:00Z,2019-03-02T00:00:00Z,2019-01-16T00:00:00Z,2019-02-26T00:00:00Z,2019-04-13T00:00:00Z,2019-04-21T00:00:00Z,2019-04-06T00:00:00Z,2019-01-10T00:00:00Z,2019-03-19T00:00:00Z,2019-03-25T00:00:00Z,2019-04-12T00:00:00Z,2019-03-12T00:00:00Z,2019-01-23T00:00:00Z,2019-04-08T00:00:00Z,2019-03-31T00:00:00Z,2019-01-21T00:00:00Z,2019-03-08T00:00:00Z,2019-01-08T00:00:00Z,2019-01-27T00:00:00Z,2019-03-10T00:00:00Z,2019-04-20T00:00:00Z,2019-03-14T00:00:00Z,2019-03-27T00:00:00Z,2019-04-01T00:00:00Z,2019-04-19T00:00:00Z,2019-03-06T00:00:00Z",TRUE,,,1,5,"Pros: Relatively easy to setup and works quite reliably. Cons: The mirror cast function didn't seem to work well displaying video while it was steaming to a Windows 10 laptop. Other Thoughts: This product was recommended to me by a coworker and I was skeptical at first, but the product has turned out to be what I now rely on for most of my entertainment access.",Great product,Anonymous,Female,Paid
AVpfpK8KLJeJML43BCuD,2017-01-04T03:51:17Z,2019-04-17T16:06:27Z,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,B01BH83OOM,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Smart Speakers,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Smart Speakers, Hubs & Accessories,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,TV, Video & Home Audio,Frys,Media Streamers,Speakers,Mobile,Digital Device 3,Consumer Electronics,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Surveillance & Smart Home Electronics,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,Amazon,53-004496,2018-09-11T00:00:00.000Z,"2019-03-15T00:00:00Z,2019-03-20T00:00:00Z,2019-04-15T00:00:00Z",,,,,4,"I bought one on Prime day for about 50 shipped and fell in love with it and wanted another one and found this on eBay. I have a Sonos with Alexa, which sounds amazing, but needs to be plugged in. This is a great, inexpensive, portable, AC/DC, great sounding Alexa speaker. I don't understand why it isn't more popular, given the 10 hr battery and all the features. easy to pair bluetooth, easy wifi setup, the Alexa app makes things simple.","try to find an alexa powered portable wireless (i.e., battery powered) speaker better than this for 50!",mlevitin,Male,Free
